manufacturer,category,fuel_type,engine_volume,mileage,price
HYUNDAI,Universal,Diesel,2.5,236332,19657
HYUNDAI,Sedan,Petrol,1.6,136000,11290
MERCEDES-BENZ,Minivan,Diesel,1.6,57000,72130
HYUNDAI,Minivan,Diesel,2.5,150891,12544
TOYOTA,Sedan,Petrol,3.5,132826,16621
HONDA,Jeep,Petrol,2.0,111111,6272
HYUNDAI,Jeep,Diesel,2.0,50000,51746
HYUNDAI,Sedan,Diesel,1.4,193000,10976
BMW,Jeep,Diesel,3.0,111111,15681
CHEVROLET,Sedan,Petrol,2.5,129459,38251
HYUNDAI,Jeep,Diesel,2.0,158604,18779
FORD,Sedan,Petrol,2.5,122395,13485
HYUNDAI,Sedan,LPG,2.0,43514,9418
HYUNDAI,Jeep,Diesel,2.0,105751,53154
TOYOTA,Minivan,Petrol,2.4,133000,12544
HYUNDAI,Sedan,Petrol,1.6,113516,19416
FORD,Sedan,Petrol,1.6,103000,16308
TOYOTA,Sedan,Hybrid,1.8,184000,19757
AUDI,Sedan,Petrol,2.4,11111,5500
TOYOTA,Sedan,Hybrid,2.5,127515,9722
HYUNDAI,Jeep,Diesel,2.0,50132,14385
MERCEDES-BENZ,Sedan,Petrol,3.5,88000,62722
TOYOTA,Sedan,Hybrid,1.5,1000,13350
TOYOTA,Hatchback,Hybrid,1.8,78000,21012
FORD,Jeep,Petrol,3.0,111111,7527
BMW,Jeep,Diesel,3.0,103000,100355
FORD,Microbus,Diesel,2.4,213990,17562
HYUNDAI,Jeep,Diesel,2.0,108177,47217
HYUNDAI,Sedan,Hybrid,2.4,76000,22894
HYUNDAI,Sedan,LPG,2.0,335782,10036
FORD,Goods wagon,Diesel,1.8,23000,15681
HYUNDAI,Sedan,Petrol,1.6,141799,19416
FORD,Hatchback,Plug-in Hybrid,2.0,133000,21953
FORD,Coupe,Petrol,2.3,48000,44533
HYUNDAI,Minivan,Diesel,2.5,68578,24559
TOYOTA,Universal,Hybrid,1.5,22000,15000
HYUNDAI,Jeep,Diesel,2.0,119240,53154
HYUNDAI,Minivan,Diesel,2.5,61142,21953
FORD,Microbus,Diesel,2.4,176000,15681
FORD,Sedan,Petrol,1.6,37000,14900
TOYOTA,Sedan,Hybrid,1.5,108480,17092
HONDA,Hatchback,Petrol,1.3,201800,5959
VOLKSWAGEN,Jeep,Petrol,2.0,69012,15053
TOYOTA,Hatchback,Hybrid,1.5,159000,14897
MERCEDES-BENZ,Sedan,Petrol,3.2,253000,7213
BMW,Sedan,Petrol,2.0,310000,7840
HONDA,Sedan,Petrol,1.3,185000,8154
MERCEDES-BENZ,Sedan,Petrol,2.6,27000,9095
CHEVROLET,Jeep,Diesel,2.0,118103,24302
CHEVROLET,Jeep,Diesel,2.0,137433,22825
VOLKSWAGEN,Sedan,Petrol,2.0,194000,15681
NISSAN,Jeep,Petrol,4.0,203466,6272
HYUNDAI,Sedan,Petrol,2.0,64652,48575
HYUNDAI,Minivan,Diesel,2.5,151780,28357
HYUNDAI,Jeep,Diesel,2.0,153958,44247
CHEVROLET,Coupe,Petrol,3.6,155253,23521
HYUNDAI,Jeep,Diesel,2.0,43873,13485
VOLKSWAGEN,Sedan,Diesel,2.0,142000,21639
NISSAN,Sedan,Petrol,1.5,154000,7700
HYUNDAI,Minivan,Diesel,2.5,52686,18669
HYUNDAI,Sedan,LPG,2.0,455579,9252
CHEVROLET,Jeep,Diesel,2.0,81458,6115
TOYOTA,Sedan,Petrol,2.5,60250,16621
TOYOTA,Jeep,Petrol,2.5,47301,7056
TOYOTA,Hatchback,Hybrid,1.5,110000,16935
TOYOTA,Jeep,Diesel,3.0,434000,22580
HYUNDAI,Sedan,Petrol,1.6,136496,15423
HYUNDAI,Sedan,Petrol,2.0,38400,21953
TOYOTA,Sedan,Hybrid,1.8,180000,15994
HYUNDAI,Jeep,Petrol,2.4,1446,9565
HYUNDAI,Jeep,Diesel,2.0,127105,25889
HONDA,Sedan,Hybrid,1.5,141302,6272
TOYOTA,Sedan,Petrol,2.5,53310,8154
HYUNDAI,Sedan,Petrol,1.6,143502,19416
HYUNDAI,Sedan,LPG,2.0,282994,15681
HYUNDAI,Sedan,Petrol,2.0,92000,26343
VOLKSWAGEN,Sedan,Petrol,3.6,101000,27598
CHEVROLET,Sedan,Petrol,1.8,156779,10958
TOYOTA,Hatchback,Hybrid,1.5,96000,16621
HYUNDAI,Universal,Diesel,2.5,238518,29122
CHEVROLET,Hatchback,Petrol,1.8,130000,12544
TOYOTA,Hatchback,Hybrid,1.5,143876,9198
TOYOTA,Jeep,Petrol,2.5,59000,28225
CHEVROLET,Jeep,LPG,2.0,27992,21796
CHEVROLET,Hatchback,Hybrid,1.5,52062,26030
CHEVROLET,Jeep,Diesel,2.0,229056,15423
HONDA,Hatchback,Petrol,1.8,250000,8467
CHEVROLET,Jeep,Diesel,2.0,130791,32973
TOYOTA,Hatchback,Petrol,1.5,35800,18422
MERCEDES-BENZ,Sedan,Diesel,3.0,330000,19444
HYUNDAI,Minivan,Diesel,2.5,61142,21953
HONDA,Hatchback,Petrol,1.5,25000,24775
LEXUS,Jeep,Hybrid,3.5,65000,53314
HYUNDAI,Jeep,Diesel,2.0,149608,36401
HYUNDAI,Jeep,Diesel,2.0,120,88438
TOYOTA,Hatchback,Hybrid,2.0,181600,20698
NISSAN,Minivan,Petrol,2.0,105000,10349
TOYOTA,Hatchback,Hybrid,1.8,136000,12541
HONDA,Sedan,Petrol,2.0,48291,47531
BMW,Jeep,Petrol,3.5,180000,78403
HYUNDAI,Jeep,Diesel,1.7,137445,39891
TOYOTA,Sedan,Petrol,1.8,68221,19444
TOYOTA,Sedan,Hybrid,2.5,90000,17876
FORD,Microbus,Diesel,2.5,150000,9500
VOLKSWAGEN,Sedan,Petrol,1.8,139000,7997
TOYOTA,Sedan,Hybrid,2.5,145000,28980
NISSAN,Hatchback,Petrol,1.5,114960,8311
HYUNDAI,Coupe,Petrol,2.0,168315,18500
TOYOTA,Hatchback,Petrol,1.3,130000,9722
VOLKSWAGEN,Sedan,Petrol,1.8,70000,17249
TOYOTA,Hatchback,Petrol,1.5,31770,19579
CHEVROLET,Sedan,Petrol,3.6,61635,51802
CHEVROLET,Sedan,Petrol,2.0,91654,24302
BMW,Sedan,Petrol,2.0,145000,28852
CHEVROLET,Sedan,Petrol,1.5,53000,23521
TOYOTA,Sedan,Petrol,2.5,75000,25089
HYUNDAI,Sedan,Petrol,1.8,53000,18817
HYUNDAI,Jeep,Petrol,2.0,46932,26500
HYUNDAI,Sedan,Petrol,1.8,184874,15681
HYUNDAI,Jeep,Diesel,2.0,191000,17117
AUDI,Sedan,Petrol,4.2,200000,33870
MERCEDES-BENZ,Minivan,Diesel,2.2,0,21953
HYUNDAI,Sedan,Petrol,1.6,161518,18240
TOYOTA,Jeep,Petrol,2.5,60000,50178
CHEVROLET,Jeep,Diesel,2.0,88392,37062
FORD,Microbus,Diesel,2.2,89775,11604
HYUNDAI,Jeep,Diesel,2.0,185011,34406
NISSAN,Sedan,Petrol,2.3,201000,5645
MERCEDES-BENZ,Sedan,LPG,4.3,245000,10976
TOYOTA,Hatchback,Hybrid,1.8,90532,13172
TOYOTA,Hatchback,Hybrid,1.8,110000,19914
HYUNDAI,Sedan,Petrol,1.6,75000,20526
FORD,Sedan,Petrol,2.0,70600,20385
CHEVROLET,Jeep,Diesel,2.0,62814,45044
FORD,Universal,Petrol,1.0,16515,34497
HYUNDAI,Sedan,Petrol,1.6,123000,19707
MERCEDES-BENZ,Sedan,Diesel,3.0,376000,17562
BMW,Coupe,Petrol,2.5,45595,10976
HYUNDAI,Sedan,Hybrid,2.4,11000,17876
BMW,Sedan,Diesel,3.0,250000,26971
NISSAN,Hatchback,Petrol,1.2,60936,6895
HONDA,Universal,Hybrid,1.3,147813,10932
FORD,Sedan,Hybrid,2.5,156000,17876
BMW,Jeep,Petrol,2.5,164000,13485
VOLKSWAGEN,Sedan,Petrol,2.0,112000,12544
TOYOTA,Sedan,Petrol,2.5,62400,51432
CHEVROLET,Jeep,Diesel,2.0,48294,32744
HONDA,Sedan,Petrol,1.5,7176,63152
BMW,Sedan,CNG,2.0,111111,9408
LEXUS,Jeep,Petrol,4.6,357246,40142
MERCEDES-BENZ,Minivan,Diesel,2.2,226000,23521
TOYOTA,Hatchback,Hybrid,1.8,137000,19444
TOYOTA,Minivan,LPG,2.4,251000,17249
MERCEDES-BENZ,Jeep,Petrol,3.0,20000,193184
HYUNDAI,Sedan,Petrol,2.0,78476,46223
HYUNDAI,Jeep,Petrol,2.4,124000,18503
LEXUS,Hatchback,Hybrid,1.8,157000,33243
FORD,Microbus,Diesel,2.5,326432,14740
TOYOTA,Sedan,Petrol,2.5,208000,14740
HYUNDAI,Sedan,Petrol,1.6,127983,19384
HYUNDAI,Jeep,Diesel,2.0,101042,31581
BMW,Sedan,Petrol,3.0,107000,18817
HYUNDAI,Sedan,Petrol,2.0,154847,14715
CHEVROLET,Sedan,Petrol,1.6,83244,7370
LEXUS,Hatchback,Hybrid,1.8,71904,6743
TOYOTA,Sedan,Hybrid,2.5,190549,5018
VOLKSWAGEN,Sedan,Petrol,1.8,108000,15994
HYUNDAI,Sedan,Petrol,2.0,110000,17249
VOLKSWAGEN,Sedan,Petrol,2.5,180000,18817
HYUNDAI,Jeep,Diesel,2.0,151000,23408
TOYOTA,Hatchback,Hybrid,1.8,1000,16308
CHEVROLET,Jeep,Diesel,1.6,50509,29087
BMW,Jeep,Petrol,4.4,186000,36065
VOLKSWAGEN,Minivan,Diesel,2.5,150000,11917
MERCEDES-BENZ,Sedan,Diesel,3.5,109139,5018
TOYOTA,Hatchback,Hybrid,1.5,150000,9722
FORD,Microbus,Diesel,2.5,123000,23521
MERCEDES-BENZ,Coupe,Petrol,2.0,267583,8467
BMW,Sedan,Petrol,3.0,160000,24148
AUDI,Hatchback,Petrol,3.0,191373,9565
BMW,Sedan,Diesel,2.5,111111,8781
VOLKSWAGEN,Sedan,Petrol,2.5,153000,16621
TOYOTA,Sedan,Hybrid,2.5,201600,24148
FORD,Microbus,Diesel,2.5,241000,10976
CHEVROLET,Sedan,Petrol,1.4,158000,11604
TOYOTA,Sedan,Petrol,2.5,121000,15994
AUDI,Jeep,Petrol,2.0,75186,47042
TOYOTA,Sedan,Petrol,2.5,147845,23521
HYUNDAI,Sedan,Petrol,2.0,101200,37984
FORD,Sedan,Petrol,1.5,2700,24775
FORD,Hatchback,Petrol,1.6,12800,19130
TOYOTA,Sedan,Petrol,2.5,72000,21326
TOYOTA,Sedan,Hybrid,2.5,125000,32929
TOYOTA,Sedan,Hybrid,2.5,190549,5018
HYUNDAI,Sedan,Petrol,2.0,54000,38251
HYUNDAI,Jeep,Diesel,2.0,124000,22934
MERCEDES-BENZ,Sedan,Petrol,3.5,56277,29793
NISSAN,Jeep,Petrol,1.9,200000,10036
MERCEDES-BENZ,Sedan,Diesel,3.0,167000,35752
TOYOTA,Sedan,Hybrid,2.5,118882,13015
HYUNDAI,Jeep,Diesel,1.7,56331,44545
LEXUS,Jeep,Hybrid,3.5,186005,13172
HYUNDAI,Sedan,Petrol,2.0,36304,57698
HYUNDAI,Sedan,LPG,2.0,417661,10036
FORD,Jeep,Petrol,3.0,199283,8781
FORD,Sedan,Hybrid,2.5,0,14113
HONDA,Hatchback,Petrol,1.7,160000,8154
HONDA,Hatchback,Hybrid,1.3,198000,13172
MERCEDES-BENZ,Sedan,Petrol,2.4,250000,12544
CHEVROLET,Jeep,Diesel,2.0,61435,7056
HYUNDAI,Sedan,Petrol,2.0,44608,20382
TOYOTA,Sedan,Petrol,3.5,27358,21012
HONDA,Universal,Petrol,2.4,150000,16900
HYUNDAI,Sedan,Petrol,2.4,160000,31797
LEXUS,Hatchback,Hybrid,1.8,153600,26030
HONDA,Hatchback,Hybrid,1.3,158000,7527
VOLKSWAGEN,Sedan,Petrol,2.0,177000,16621
HYUNDAI,Jeep,Diesel,2.5,43224,12083
HYUNDAI,Jeep,Diesel,2.0,51722,21953
TOYOTA,Hatchback,Petrol,1.5,90000,16960
AUDI,Sedan,Petrol,2.0,144000,27284
LEXUS,Jeep,Hybrid,3.3,175000,31831
TOYOTA,Hatchback,Hybrid,1.5,69500,26491
TOYOTA,Coupe,Petrol,1.8,167000,8467
MERCEDES-BENZ,Sedan,Diesel,3.0,273186,9879
CHEVROLET,Sedan,Petrol,2.0,162069,19384
CHEVROLET,Sedan,Petrol,1.4,78000,21000
MERCEDES-BENZ,Microbus,Diesel,2.4,130000,10973
HYUNDAI,Sedan,LPG,2.0,311337,10976
HONDA,Universal,Petrol,1.3,30425,16292
HYUNDAI,Sedan,Diesel,1.6,51895,18776
TOYOTA,Hatchback,Hybrid,1.5,144000,13172
MERCEDES-BENZ,Sedan,Petrol,3.5,165000,32929
HYUNDAI,Sedan,LPG,1.6,137929,27033
FORD,Sedan,Petrol,2.0,134400,13172
TOYOTA,Jeep,Petrol,2.7,167000,36065
HYUNDAI,Jeep,Diesel,2.0,232801,19707
TOYOTA,Hatchback,Hybrid,1.8,129202,15681
MERCEDES-BENZ,Jeep,Diesel,3.0,103000,51432
TOYOTA,Sedan,Petrol,2.5,0,19444
TOYOTA,Hatchback,Hybrid,1.8,319301,5331
TOYOTA,Jeep,Petrol,3.5,140966,23521
TOYOTA,Sedan,Hybrid,3.5,368064,21639
BMW,Jeep,Diesel,3.0,250000,16935
VOLKSWAGEN,Jeep,Petrol,2.0,190000,16935
BMW,Jeep,Petrol,3.0,224938,6899
HYUNDAI,Sedan,LPG,2.0,219432,15681
TOYOTA,Sedan,Petrol,2.5,22000,49237
TOYOTA,Sedan,Hybrid,1.8,208000,14583
TOYOTA,Universal,Hybrid,1.5,9027,54048
TOYOTA,Sedan,Hybrid,1.8,111000,21953
TOYOTA,Jeep,Petrol,2.5,73000,16308
MERCEDES-BENZ,Jeep,Petrol,4.5,160000,31988
TOYOTA,Hatchback,Hybrid,1.8,169600,23521
TOYOTA,Hatchback,Hybrid,1.5,127789,8154
TOYOTA,Hatchback,Petrol,1.8,268800,21012
FORD,Sedan,Petrol,3.5,110439,26701
TOYOTA,Sedan,Hybrid,1.8,200000,20382
HYUNDAI,Sedan,Petrol,1.6,50015,28241
TOYOTA,Sedan,Hybrid,1.8,116000,18503
HYUNDAI,Jeep,Diesel,2.0,73324,57428
NISSAN,Sedan,Petrol,2.5,30296,21326
HYUNDAI,Sedan,LPG,2.0,384607,10349
HYUNDAI,Jeep,Diesel,2.0,111830,51373
FORD,Sedan,Hybrid,2.0,131089,20500
VOLKSWAGEN,Goods wagon,Diesel,2.0,218000,13485
TOYOTA,Sedan,Hybrid,1.5,453000,7997
FORD,Hatchback,Petrol,2.0,66000,18189
MERCEDES-BENZ,Sedan,Petrol,1.8,2700,40769
HYUNDAI,Sedan,Petrol,1.6,129000,20005
HYUNDAI,Sedan,Petrol,1.8,135445,10976
FORD,Hatchback,Petrol,2.0,68188,12544
HYUNDAI,Sedan,LPG,1.6,35643,36426
BMW,Sedan,Petrol,2.0,74000,40142
HYUNDAI,Jeep,Diesel,1.7,122856,43626
HYUNDAI,Jeep,Diesel,2.0,83535,56848
BMW,Coupe,Petrol,2.8,230000,8311
MERCEDES-BENZ,Sedan,Petrol,1.8,0,7840
HYUNDAI,Sedan,Petrol,1.6,173678,18826
HYUNDAI,Sedan,LPG,2.0,410884,19914
HYUNDAI,Jeep,Diesel,2.0,138013,32340
LEXUS,Jeep,Hybrid,3.5,148250,39201
MERCEDES-BENZ,Jeep,Petrol,3.7,220000,12000
MERCEDES-BENZ,Microbus,Diesel,2.2,0,13000
HYUNDAI,Sedan,Petrol,1.6,79000,25889
FORD,Jeep,Petrol,2.3,55000,93371
HYUNDAI,Jeep,Diesel,2.0,49515,51965
FORD,Sedan,Hybrid,2.0,77254,27284
MERCEDES-BENZ,Coupe,Petrol,1.0,37000,29793
HONDA,Hatchback,Hybrid,1.4,140000,10036
CHEVROLET,Jeep,Diesel,2.0,101537,27174
AUDI,Hatchback,Petrol,3.0,191373,9565
LEXUS,Jeep,Hybrid,3.5,55000,133284
TOYOTA,Hatchback,Hybrid,1.5,144000,14113
HYUNDAI,Minivan,Diesel,2.5,52686,18669
MERCEDES-BENZ,Sedan,Diesel,3.5,107800,5802
BMW,Jeep,Petrol,3.0,204461,15994
BMW,Sedan,Diesel,3.0,98368,9879
LEXUS,Jeep,Petrol,4.6,255406,54568
MERCEDES-BENZ,Sedan,Petrol,3.0,108517,6429
FORD,Goods wagon,Diesel,1.8,230000,9722
NISSAN,Hatchback,Petrol,1.5,140000,9095
TOYOTA,Sedan,Petrol,3.5,18555,26971
TOYOTA,Hatchback,Petrol,1.5,73938,27375
TOYOTA,Hatchback,Hybrid,1.6,85000,32929
MERCEDES-BENZ,Universal,CNG,2.0,240000,6429
HONDA,Sedan,Petrol,1.8,90000,27911
HYUNDAI,Sedan,Petrol,2.4,130000,14113
TOYOTA,Hatchback,Hybrid,1.5,91400,16935
TOYOTA,Sedan,Petrol,2.5,25816,46101
HONDA,Hatchback,Hybrid,1.3,157000,11604
HONDA,Universal,Hybrid,1.5,22099,41259
MERCEDES-BENZ,Coupe,Petrol,3.5,185642,5331
TOYOTA,Sedan,Petrol,2.5,99200,24462
HYUNDAI,Jeep,Diesel,2.0,52326,26804
TOYOTA,Hatchback,Hybrid,1.5,185000,12231
FORD,Microbus,Diesel,2.4,290000,45473
HYUNDAI,Sedan,LPG,2.0,52000,9879
HYUNDAI,Sedan,LPG,2.0,145744,15060
HYUNDAI,Sedan,LPG,2.0,377149,9722
FORD,Sedan,Petrol,2.5,176000,11604
TOYOTA,Hatchback,Hybrid,1.5,206000,14113
CHEVROLET,Jeep,Petrol,5.3,28890,28539
NISSAN,Sedan,LPG,3.5,109000,12544
HYUNDAI,Jeep,Diesel,1.7,86000,44545
NISSAN,Jeep,Petrol,4.0,118498,16621
NISSAN,Sedan,Petrol,3.5,39704,8154
MERCEDES-BENZ,Sedan,Petrol,2.0,50963,56136
TOYOTA,Hatchback,Hybrid,1.5,152000,14740
LEXUS,Jeep,Hybrid,3.5,143619,13956
VOLKSWAGEN,Jeep,Petrol,2.0,150400,23521
BMW,Jeep,Petrol,2.0,108000,28225
TOYOTA,Hatchback,Hybrid,1.8,160000,21169
VOLKSWAGEN,Sedan,Diesel,2.0,179200,15367
HONDA,Hatchback,Petrol,1.3,230000,7500
HYUNDAI,Sedan,Petrol,1.6,103543,25591
HYUNDAI,Jeep,Diesel,2.0,51227,19924
HYUNDAI,Sedan,LPG,3.0,91456,14426
TOYOTA,Sedan,Hybrid,1.8,141000,17876
BMW,Jeep,Petrol,4.4,185000,18817
HYUNDAI,Sedan,Petrol,1.6,86660,13178
LEXUS,Jeep,Hybrid,3.3,224629,8154
VOLKSWAGEN,Sedan,Petrol,1.6,165248,5331
HYUNDAI,Coupe,Petrol,2.0,81384,15825
BMW,Sedan,Petrol,3.0,45916,103491
FORD,Sedan,Petrol,2.5,195200,17562
MERCEDES-BENZ,Microbus,Diesel,2.2,190000,45473
TOYOTA,Sedan,Hybrid,2.5,220000,18503
HYUNDAI,Sedan,LPG,2.0,286095,15681
HYUNDAI,Jeep,Diesel,2.0,95000,40983
HONDA,Hatchback,Hybrid,1.3,113000,14113
VOLKSWAGEN,Sedan,Petrol,1.8,70000,21012
HONDA,Hatchback,Petrol,1.5,240000,7213
LEXUS,Sedan,Petrol,3.5,259066,8154
HYUNDAI,Coupe,Petrol,2.0,93238,15458
TOYOTA,Hatchback,Hybrid,1.5,55000,18503
BMW,Jeep,Diesel,3.0,70994,31047
HYUNDAI,Jeep,Petrol,2.0,76000,43592
TOYOTA,Hatchback,Hybrid,1.8,205248,18817
FORD,Goods wagon,Diesel,2.0,144000,15681
HYUNDAI,Sedan,Diesel,1.8,105000,12544
VOLKSWAGEN,Sedan,Diesel,1.9,200000,7213
HYUNDAI,Hatchback,Petrol,1.6,130000,14113
FORD,Jeep,Petrol,1.5,108295,19601
NISSAN,Jeep,Petrol,1.5,99000,17249
TOYOTA,Jeep,Petrol,3.5,140966,23521
BMW,Sedan,Petrol,2.0,145000,10349
BMW,Sedan,Petrol,3.0,163000,26657
TOYOTA,Sedan,Hybrid,2.5,0,5959
BMW,Coupe,Petrol,2.0,110000,9408
TOYOTA,Jeep,Hybrid,3.3,317096,28225
TOYOTA,Hatchback,Petrol,1.5,220000,10349
NISSAN,Jeep,Diesel,4.2,1000,6272
LEXUS,Sedan,Hybrid,4.6,136129,58971
TOYOTA,Hatchback,Hybrid,1.5,160000,10036
TOYOTA,Hatchback,Hybrid,1.5,136700,10349
HYUNDAI,Minivan,Diesel,2.5,91804,37066
MERCEDES-BENZ,Sedan,Petrol,3.5,108000,32929
HONDA,Sedan,Petrol,1.5,66200,30734
HYUNDAI,Jeep,Diesel,2.2,208726,16904
HYUNDAI,Sedan,LPG,2.0,372093,10349
BMW,Sedan,Petrol,3.0,156000,34497
LEXUS,Jeep,Petrol,4.6,275240,15681
HYUNDAI,Jeep,Diesel,2.0,31000,46728
TOYOTA,Sedan,Petrol,2.5,156800,31361
FORD,Jeep,Petrol,3.5,148454,5802
FORD,Hatchback,Hybrid,2.0,144000,8938
CHEVROLET,Sedan,Diesel,2.0,180000,13987
LEXUS,Jeep,Petrol,4.6,260771,46728
MERCEDES-BENZ,Goods wagon,Diesel,2.2,280000,19726
HYUNDAI,Sedan,Petrol,1.6,16687,21639
TOYOTA,Sedan,Petrol,1.8,150000,14700
LEXUS,Jeep,Petrol,4.6,273493,69935
CHEVROLET,Sedan,Petrol,1.4,149875,13877
TOYOTA,Hatchback,Petrol,1.5,22878,18422
HONDA,Sedan,Petrol,1.5,240000,7213
TOYOTA,Sedan,Petrol,2.5,74000,24462
FORD,Sedan,Petrol,2.0,145000,13485
TOYOTA,Hatchback,Hybrid,1.5,64000,14426
TOYOTA,Hatchback,Hybrid,1.8,281600,10820
HYUNDAI,Sedan,Petrol,1.6,98578,15100
MERCEDES-BENZ,Jeep,Diesel,3.0,86541,7213
HYUNDAI,Sedan,Petrol,1.6,55446,27946
TOYOTA,Jeep,Petrol,2.0,56000,44533
TOYOTA,Sedan,Petrol,2.5,98000,17111
HYUNDAI,Sedan,Petrol,1.6,45898,29711
MERCEDES-BENZ,Sedan,Diesel,2.0,127000,42337
NISSAN,Minivan,Petrol,2.0,117000,10663
HONDA,Jeep,Petrol,2.0,282099,6899
CHEVROLET,Jeep,Diesel,2.0,242409,13962
CHEVROLET,Sedan,Petrol,2.0,108027,25719
LEXUS,Hatchback,Hybrid,1.8,174043,5331
TOYOTA,Hatchback,Petrol,1.5,117000,8781
FORD,Hatchback,Petrol,1.6,113080,15681
HONDA,Hatchback,Petrol,1.5,41018,61471
FORD,Goods wagon,Diesel,2.2,147000,34184
FORD,Coupe,Petrol,3.7,150000,40769
NISSAN,Hatchback,Petrol,1.2,86146,5209
HYUNDAI,Minivan,Diesel,2.5,52686,18669
HYUNDAI,Jeep,Diesel,2.0,146844,36567
TOYOTA,Jeep,Petrol,2.0,39400,45160
TOYOTA,Jeep,Hybrid,2.5,47453,19444
MERCEDES-BENZ,Minivan,CNG,3.2,0,11290
TOYOTA,Hatchback,Hybrid,1.8,339710,5488
TOYOTA,Hatchback,Hybrid,1.5,149000,9000
MERCEDES-BENZ,Jeep,Diesel,3.2,157000,30734
MERCEDES-BENZ,Sedan,Diesel,3.5,109139,5018
FORD,Goods wagon,Diesel,1.7,98439,8154
FORD,Microbus,Diesel,2.4,123000,25089
HONDA,Hatchback,Petrol,1.5,65000,34102
MERCEDES-BENZ,Jeep,Diesel,3.0,240000,35438
LEXUS,Jeep,Hybrid,3.5,413474,12231
MERCEDES-BENZ,Goods wagon,Diesel,2.2,360000,10036
BMW,Sedan,Petrol,2.0,116691,26657
MERCEDES-BENZ,Coupe,Petrol,3.5,122600,29793
HONDA,Jeep,Petrol,3.5,176000,20385
NISSAN,Minivan,Petrol,2.0,160000,5645
HYUNDAI,Sedan,LPG,2.0,215572,15681
HYUNDAI,Sedan,Petrol,2.4,127000,15367
MERCEDES-BENZ,Minivan,Diesel,2.2,250000,53314
NISSAN,Sedan,Petrol,1.5,150000,8154
BMW,Sedan,Petrol,3.0,280000,10349
LEXUS,Jeep,Petrol,4.6,160138,43278
HYUNDAI,Minivan,Diesel,2.5,127675,39593
TOYOTA,Sedan,Hybrid,1.8,268800,17719
HYUNDAI,Sedan,Petrol,2.4,60800,24462
HYUNDAI,Minivan,Diesel,2.5,196000,28000
MERCEDES-BENZ,Sedan,Petrol,3.5,102000,31361
HYUNDAI,Jeep,Diesel,2.0,89454,52853
NISSAN,Hatchback,Petrol,1.5,1111,8467
HYUNDAI,Jeep,Diesel,2.2,88000,20385
HYUNDAI,Sedan,Petrol,1.8,121840,7683
MERCEDES-BENZ,Sedan,Petrol,3.2,270000,26657
CHEVROLET,Jeep,Diesel,2.0,75152,6125
TOYOTA,Minivan,Petrol,2.0,250000,7527
MERCEDES-BENZ,Jeep,Diesel,3.5,193267,22266
BMW,Hatchback,Diesel,3.0,282586,30800
TOYOTA,Sedan,Petrol,2.5,29800,22580
HYUNDAI,Jeep,Diesel,2.0,146740,37125
HYUNDAI,Sedan,Petrol,2.0,144000,16308
LEXUS,Jeep,Hybrid,3.3,270432,25402
TOYOTA,Hatchback,Hybrid,1.8,134000,21326
MERCEDES-BENZ,Sedan,Petrol,2.4,270000,7527
MERCEDES-BENZ,Sedan,Diesel,3.5,200179,30734
BMW,Jeep,Diesel,3.0,262072,6429
HYUNDAI,Jeep,Diesel,2.0,103589,32954
FORD,Sedan,LPG,3.7,290000,15367
LEXUS,Jeep,Hybrid,3.5,257072,14583
MERCEDES-BENZ,Hatchback,Petrol,1.7,221700,12544
HYUNDAI,Sedan,LPG,2.0,256355,11290
FORD,Sedan,Hybrid,2.0,130000,27284
MERCEDES-BENZ,Sedan,Diesel,2.7,378000,14113
HYUNDAI,Jeep,Diesel,2.0,120456,41193
MERCEDES-BENZ,Sedan,Diesel,3.5,64496,13642
HYUNDAI,Coupe,Petrol,2.0,158663,16280
VOLKSWAGEN,Sedan,Petrol,2.5,109000,17240
MERCEDES-BENZ,Jeep,Diesel,3.0,165000,36065
TOYOTA,Jeep,Petrol,3.5,47002,26971
HYUNDAI,Jeep,Petrol,1.6,32130,56371
CHEVROLET,Sedan,Petrol,3.6,101812,46891
HYUNDAI,Jeep,Diesel,2.0,98273,39226
MERCEDES-BENZ,Coupe,Petrol,2.0,0,5959
TOYOTA,Sedan,Petrol,2.5,101000,21012
MERCEDES-BENZ,Sedan,Petrol,3.5,263000,29793
BMW,Jeep,Petrol,3.0,160000,25716
NISSAN,Minivan,LPG,3.5,155000,14113
CHEVROLET,Sedan,Diesel,1.6,75367,8781
CHEVROLET,Jeep,Diesel,2.0,91751,22840
BMW,Jeep,Diesel,3.0,162000,40769
TOYOTA,Hatchback,Petrol,1.0,0,7213
TOYOTA,Sedan,Hybrid,1.5,138000,8900
CHEVROLET,Sedan,Petrol,2.5,62230,53540
HONDA,Hatchback,Petrol,1.5,129000,11917
LEXUS,Jeep,Petrol,4.6,202651,54568
HYUNDAI,Sedan,Petrol,1.8,115000,18817
TOYOTA,Hatchback,Petrol,1.5,107000,30906
HYUNDAI,Jeep,Diesel,2.0,130001,20237
HYUNDAI,Sedan,Petrol,1.6,113000,25889
MERCEDES-BENZ,Coupe,Petrol,3.5,66500,20698
FORD,Hatchback,Petrol,2.0,74000,18817
TOYOTA,Sedan,Hybrid,2.4,220800,17000
TOYOTA,Jeep,Diesel,2.2,285000,21012
VOLKSWAGEN,Sedan,Diesel,2.0,300000,15000
HYUNDAI,Minivan,Diesel,2.5,119884,34406
TOYOTA,Hatchback,Hybrid,1.5,259000,10976
